total,code,female,year,male
3918256,FRG,2001973,2024,1916283
3918256,FRG0,2001973,2024,1916283
1498959,FRG01,766230,2024,732729
832858,FRG02,427924,2024,404934
303859,FRG03,153578,2024,150281
564913,FRG04,289014,2024,275899
717667,FRG05,365227,2024,352440
3458588,FRH,1773506,2024,1685082
3458588,FRH0,1773506,2024,1685082
613301,FRH01,316188,2024,297113
933628,FRH02,478174,2024,455454
1126416,FRH03,575656,2024,550760
785243,FRH04,403488,2024,381755
6166602,FRI,3189117,2024,2977485
3600009,FRI1,1867577,2024,1732432
417397,FRI11,215973,2024,201424
1704597,FRI12,886582,2024,818015
436872,FRI13,224795,2024,212077
332318,FRI14,171759,2024,160559
708825,FRI15,368468,2024,340357
726151,FRI2,374387,2024,351764
239704,FRI21,122272,2024,117432
114600,FRI22,58585,2024,56015
371847,FRI23,193530,2024,178317
1840442,FRI3,947153,2024,893289
350672,FRI31,179560,2024,171112
677189,FRI32,352119,2024,325070
374890,FRI33,190175,2024,184715
437691,FRI34,225299,2024,212392
6162302,FRJ,3178695,2024,2983607
2969589,FRJ1,1544806,2024,1424783
379190,FRJ11,196403,2024,182787
772243,FRJ12,398569,2024,373674
1241541,FRJ13,649571,2024,591970
76512,FRJ14,38228,2024,38284
500103,FRJ15,262035,2024,238068
3192713,FRJ2,1633889,2024,1558824
156304,FRJ21,79845,2024,76459
278821,FRJ22,140784,2024,138037
1489751,FRJ23,761813,2024,727938
192920,FRJ24,98789,2024,94131
176103,FRJ25,90517,2024,85586
232145,FRJ26,119696,2024,112449
399634,FRJ27,206177,2024,193457
267035,FRJ28,136268,2024,130767
8228802,FRK,4213666,2024,4015136
1369343,FRK1,702734,2024,666609
333234,FRK11,172421,2024,160813
143964,FRK12,73084,2024,70880
228010,FRK13,115539,2024,112471
664135,FRK14,341690,2024,322445
6859459,FRK2,3510932,2024,3348527
683034,FRK21,345979,2024,337055
335833,FRK22,171771,2024,164062
523457,FRK23,269094,2024,254363
1302971,FRK24,662679,2024,640292
775357,FRK25,398420,2024,376937
1924716,FRK26,995767,2024,928949
450451,FRK27,228961,2024,221490
863640,FRK28,438261,2024,425379
5218341,FRL,2718879,2024,2499462
5218341,FRL0,2718879,2024,2499462
168908,FRL01,86962,2024,81946
141906,FRL02,72565,2024,69341
1124992,FRL03,592211,2024,532781
2083682,FRL04,1085434,2024,998248
1126788,FRL05,584388,2024,542400
572065,FRL06,297319,2024,274746
357237,FRM,184211,2024,173026
357237,FRM0,184211,2024,173026
170513,FRM01,88465,2024,82048
186724,FRM02,95746,2024,90978
2274403,FRY,1204130,2024,1070273
412655,FRY1,223625,2024,189030
412655,FRY10,223625,2024,189030
357590,FRY2,194720,2024,162870
357590,FRY20,194720,2024,162870
291774,FRY3,150534,2024,141240
291774,FRY30,150534,2024,141240
892102,FRY4,467620,2024,424482
892102,FRY40,467620,2024,424482
320282,FRY5,167631,2024,152651
320282,FRY50,167631,2024,152651
3861967,HR,1986557,2024,1875410
3861967,HR0,1986557,2024,1875410
990636,HR02,507186,2024,483450
98994,HR021,50579,2024,48415
68035,HR022,34981,2024,33054
61326,HR023,31444,2024,29882
127019,HR024,64115,2024,62904
251794,HR025,130093,2024,121701
138207,HR026,70964,2024,67243
110077,HR027,56282,2024,53795
135184,HR028,68728,2024,66456
1310313,HR03,671758,2024,638555
264886,HR031,137540,2024,127346
42827,HR032,21605,2024,21222
163221,HR033,82982,2024,80239
95591,HR034,48330,2024,47261
427261,HR035,219474,2024,207787
201031,HR036,102926,2024,98105
115496,HR037,58901,2024,56595
772122,HR05,406548,2024,365574
772122,HR050,406548,2024,365574
788896,HR06,401065,2024,387831
105010,HR061,53259,2024,51751
158952,HR062,80570,2024,78382
99599,HR063,50630,2024,48969
119234,HR064,60825,2024,58409
306101,HR065,155781,2024,150320
58971230,IT,30124502,2024,28846728
15895694,ITC,8101699,2024,7793995
4251623,ITC1,2174321,2024,2077302
2204837,ITC11,1132815,2024,1072022
165704,ITC12,84591,2024,81113
168583,ITC13,87005,2024,81578
153762,ITC14,78833,2024,74929
363482,ITC15,185644,2024,177838
581631,ITC16,292542,2024,289089
207239,ITC17,105250,2024,101989
406385,ITC18,207641,2024,198744
122877,ITC2,62560,2024,60317
122877,ITC20,62560,2024,60317
1509140,ITC3,779767,2024,729373
208800,ITC31,107191,2024,101609
267621,ITC32,138286,2024,129335
817628,ITC33,424209,2024,393419
215091,ITC34,110081,2024,105010
10012054,ITC4,5085051,2024,4927003
880257,ITC41,450495,2024,429762
597949,ITC42,303300,2024,294649
333270,ITC43,168463,2024,164807
178873,ITC44,90557,2024,88316
1110427,ITC46,557725,2024,552702
1260955,ITC47,635085,2024,625870
538632,ITC48,273617,2024,265015
229473,ITC49,115389,2024,114084
352965,ITC4A,177950,2024,175015
407002,ITC4B,205369,2024,201633
3245459,ITC4C,1660555,2024,1584904
876792,ITC4D,446546,2024,430246
13415163,ITF,6853744,2024,6561419
1269571,ITF1,647562,2024,622009
286832,ITF11,144247,2024,142585
299274,ITF12,152549,2024,146725
312246,ITF13,161186,2024,151060
371219,ITF14,189580,2024,181639
289224,ITF2,145920,2024,143304
79236,ITF21,39731,2024,39505
209988,ITF22,106189,2024,103799
5593906,ITF3,2860484,2024,2733422
906522,ITF31,461689,2024,444833
261419,ITF32,133111,2024,128308
2970974,ITF33,1525789,2024,1445185
396973,ITF34,201588,2024,195385
1058018,ITF35,538307,2024,519711
3890661,ITF4,1992775,2024,1897886
553501,ITF43,284077,2024,269424
377240,ITF44,194452,2024,182788
767231,ITF45,397629,2024,369602
593078,ITF46,299808,2024,293270
1221682,ITF47,625613,2024,596069
377929,ITF48,191196,2024,186733
533233,ITF5,269665,2024,263568
343252,ITF51,173778,2024,169474
189981,ITF52,95887,2024,94094
1838568,ITF6,937338,2024,901230
670368,ITF61,341230,2024,329138
161902,ITF62,82028,2024,79874
340659,ITF63,173933,2024,166726
150486,ITF64,75964,2024,74522
515153,ITF65,264183,2024,250970
6367812,ITG,3257064,2024,3110748
4797359,ITG1,2457893,2024,2339466
412946,ITG11,209361,2024,203585
1200253,ITG12,619108,2024,581145
598071,ITG13,308570,2024,289501
410508,ITG14,210100,2024,200408
247118,ITG15,127341,2024,119777
153556,ITG16,79129,2024,74427
1071813,ITG17,550457,2024,521356
319236,ITG18,159599,2024,159637
383858,ITG19,194228,2024,189630
1570453,ITG2,799171,2024,771282
473493,ITG2D,240236,2024,233257
197090,ITG2E,99804,2024,97286
418962,ITG2F,216508,2024,202454
149091,ITG2G,75626,2024,73465
331817,ITG2H,166997,2024,164820
11581472,ITH,5890698,2024,5690774
537533,ITH1,270907,2024,266626
537533,ITH10,270907,2024,266626
545169,ITH2,275892,2024,269277
545169,ITH20,275892,2024,269277
4852216,ITH3,2463954,2024,2388262
926970,ITH31,469975,2024,456995
853610,ITH32,430619,2024,422991
197788,ITH33,101006,2024,96782
879388,ITH34,444635,2024,434753
835405,ITH35,427712,2024,407693
931607,ITH36,474291,2024,457316
227448,ITH37,115716,2024,111732
1194616,ITH4,610787,2024,583829
310763,ITH41,157526,2024,153237
517143,ITH42,265311,2024,251832
138314,ITH43,69829,2024,68485
228396,ITH44,118121,2024,110275
4451938,ITH5,2269158,2024,2182780
285389,ITH51,144538,2024,140851
454149,ITH52,230140,2024,224009
528877,ITH53,266904,2024,261973
706445,ITH54,357365,2024,349080
1017536,ITH55,523174,2024,494362
339664,ITH56,174619,2024,165045
387229,ITH57,197384,2024,189845
392812,ITH58,200181,2024,192631
339837,ITH59,174853,2024,164984
11711089,ITI,6021297,2024,5689792
3660530,ITI1,1880624,2024,1779906
186982,ITI11,96027,2024,90955
381826,ITI12,196375,2024,185451
289889,ITI13,149102,2024,140787
988785,ITI14,511312,2024,477473
259921,ITI15,132022,2024,127899
326315,ITI16,168175,2024,158140
417674,ITI17,213363,2024,204311
333344,ITI18,169855,2024,163489
259992,ITI19,133572,2024,126420
215802,ITI1A,110821,2024,104981
853068,ITI2,439750,2024,413318
637222,ITI21,328104,2024,309118
215846,ITI22,111646,2024,104200
1482746,ITI3,756840,2024,725906
349882,ITI31,177833,2024,172049
461629,ITI32,235868,2024,225761
302993,ITI33,154872,2024,148121
200897,ITI34,103088,2024,97809
167345,ITI35,85179,2024,82166
5714745,ITI4,2944083,2024,2770662
307686,ITI41,156162,2024,151524
149988,ITI42,75045,2024,74943
4225409,ITI43,2190806,2024,2034603
566873,ITI44,285911,2024,280962
464789,ITI45,236159,2024,228630
966365,CY,490771,2024,475594
966365,CY0,490771,2024,475594
966365,CY00,490771,2024,475594
966365,CY000,490771,2024,475594
1871882,LV,1003142,2024,868740
1871882,LV0,1003142,2024,868740
1871882,LV00,1003142,2024,868740
273917,LV00B,145261,2024,128656
860035,LV00A,468782,2024,391253
273835,LV00C,143686,2024,130149
241067,LV005,128495,2024,112572
223028,LV009,116918,2024,106110
2885891,LT,1519986,2024,1365905
2885891,LT0,1519986,2024,1365905
868251,LT01,456653,2024,411598
868251,LT011,456653,2024,411598
2017640,LT02,1063333,2024,954307
134181,LT021,71395,2024,62786
585430,LT022,310698,2024,274732
339831,LT023,178231,2024,161600
134663,LT024,70282,2024,64381
209093,LT025,112905,2024,96188
266803,LT026,138119,2024,128684
90534,LT027,47188,2024,43346
130913,LT028,68944,2024,61969
126192,LT029,65571,2024,60621
672050,LU,333776,2024,338274
672050,LU0,333776,2024,338274
672050,LU00,333776,2024,338274
672050,LU000,333776,2024,338274
9584627,HU,4961249,2024,4623378
3019479,HU1,1577454,2024,1442025
1686222,HU11,893727,2024,792495
1686222,HU110,893727,2024,792495
1333257,HU12,683727,2024,649530
1333257,HU120,683727,2024,649530
2891292,HU2,1489601,2024,1401691
1057303,HU21,541659,2024,515644
419490,HU211,214428,2024,205062
301834,HU212,154650,2024,147184
335979,HU213,172581,2024,163398
981569,HU22,504709,2024,476860
473246,HU221,242238,2024,231008
248199,HU222,127492,2024,120707
260124,HU223,134979,2024,125145
852420,HU23,443233,2024,409187
353331,HU231,184746,2024,168585
292691,HU232,152022,2024,140669
206398,HU233,106465,2024,99933
3673856,HU3,1894194,2024,1779662
1083327,HU31,559363,2024,523964
617800,HU311,318611,2024,299189
285058,HU312,148114,2024,136944
180469,HU313,92638,2024,87831
1398574,HU32,718038,2024,680536
520550,HU321,267436,2024,253114
353511,HU322,181279,2024,172232
524513,HU323,269323,2024,255190
1191955,HU33,616793,2024,575162
491632,HU331,253322,2024,238310
310912,HU332,160808,2024,150104
389411,HU333,202663,2024,186748
563443,MT,264697,2024,298746
563443,MT0,264697,2024,298746
563443,MT00,264697,2024,298746
522517,MT001,245259,2024,277258
40926,MT002,19438,2024,21488
17942942,NL,9022174,2024,8920768
1767380,NL1,883653,2024,883727
601347,NL11,301061,2024,300286
137920,NL114,68873,2024,69047
418321,NL115,209763,2024,208558
45106,NL112,22425,2024,22681
661904,NL12,329557,2024,332347
328736,NL127,163713,2024,165023
142350,NL128,70496,2024,71854
190818,NL126,95348,2024,95470
504129,NL13,253035,2024,251094
196060,NL131,98827,2024,97233
171085,NL132,85396,2024,85689
136984,NL133,68812,2024,68172
3788930,NL2,1898444,2024,1890486
1189033,NL21,590875,2024,598158
387623,NL211,193471,2024,194152
160604,NL212,80545,2024,80059
640806,NL213,316859,2024,323947
2149071,NL22,1082278,2024,1066793
722493,NL221,363497,2024,358996
255655,NL224,127392,2024,128263
406785,NL225,203692,2024,203093
764138,NL226,387697,2024,376441
450826,NL23,225291,2024,225535
450826,NL230,225291,2024,225535
8608638,NL3,4354041,2024,4254597
1400057,NL35,711232,2024,688825
1400057,NL350,711232,2024,688825
3840460,NL36,1939344,2024,1901116
381090,NL364,192255,2024,188835
917558,NL361,464189,2024,453369
244895,NL362,119289,2024,125606
445756,NL363,226937,2024,218819
348579,NL365,175375,2024,173204
1502582,NL366,761299,2024,741283
2976487,NL32,1506449,2024,1470038
386554,NL321,193139,2024,193415
201325,NL323,101375,2024,99950
236484,NL32A,121186,2024,115298
1472793,NL32B,745920,2024,726873
177941,NL325,89589,2024,88352
244766,NL327,125506,2024,119260
256624,NL328,129734,2024,126890
391634,NL34,197016,2024,194618
105612,NL341,52943,2024,52669
286022,NL342,144073,2024,141949
3777994,NL4,1886036,2024,1891958
2644739,NL41,1316464,2024,1328275
651175,NL411,327397,2024,323778
507474,NL415,253882,2024,253592
676914,NL416,337429,2024,339485
809176,NL414,397756,2024,411420
1133255,NL42,569572,2024,563683
290392,NL421,144021,2024,146371
242573,NL422,120980,2024,121593
600290,NL423,304571,2024,295719
9158750,AT,4643918,2024,4514832
4031434,AT1,2052543,2024,1978891
301951,AT11,154169,2024,147782
37807,AT111,19226,2024,18581
165658,AT112,84801,2024,80857
98486,AT113,50142,2024,48344
1723723,AT12,875525,2024,848198
250778,AT121,125485,2024,125293
267289,AT122,136222,2024,131067
161898,AT123,81984,2024,79914
215838,AT124,108837,2024,107001
127496,AT125,64491,2024,63005
344897,AT126,176113,2024,168784
355527,AT127,182393,2024,173134
2005760,AT13,1022849,2024,982911
2005760,AT130,1022849,2024,982911
1839545,AT2,933159,2024,906386
569744,AT21,291176,2024,278568
297728,AT211,153418,2024,144310
123773,AT212,62886,2024,60887
148243,AT213,74872,2024,73371
1269801,AT22,641983,2024,627818
466471,AT221,235575,2024,230896
79678,AT222,40668,2024,39010
157257,AT223,80031,2024,77226
267565,AT224,134569,2024,132996
200188,AT225,101168,2024,99020
98642,AT226,49972,2024,48670
3287771,AT3,1658216,2024,1629555
1530349,AT31,767911,2024,762438
298577,AT311,148521,2024,150056
613698,AT312,309854,2024,303844
214741,AT313,106342,2024,108399
158566,AT314,79600,2024,78966
244767,AT315,123594,2024,121173
571479,AT32,291635,2024,279844
20483,AT321,10349,2024,10134
173325,AT322,87791,2024,85534
377671,AT323,193495,2024,184176
775970,AT33,392833,2024,383137
33859,AT331,17067,2024,16792
318309,AT332,161459,2024,156850
48841,AT333,24685,2024,24156
107727,AT334,54312,2024,53415
267234,AT335,135310,2024,131924
409973,AT34,205837,2024,204136
95016,AT341,47336,2024,47680
314957,AT342,158501,2024,156456
36620970,PL,18914999,2024,17705971
7536506,PL2,3896571,2024,3639935
3318985,PL21,1709230,2024,1609755
794911,PL213,422207,2024,372704
754346,PL214,383005,2024,371341
422985,PL217,216340,2024,206645
512033,PL218,259307,2024,252726
319091,PL219,163388,2024,155703
515619,PL21A,264983,2024,250636
4217521,PL22,2187341,2024,2030180
475423,PL224,247081,2024,228342
640993,PL225,330625,2024,310368
584121,PL227,300094,2024,284027
400657,PL228,207493,2024,193164
425076,PL229,220553,2024,204523
676766,PL22A,354548,2024,322218
630026,PL22B,329506,2024,300520
384459,PL22C,197441,2024,187018
5966041,PL4,3065791,2024,2900250
3438504,PL41,1766219,2024,1672285
382519,PL411,194687,2024,187832
620711,PL414,317354,2024,303357
534596,PL415,283850,2024,250746
640543,PL416,328062,2024,312481
542106,PL417,275594,2024,266512
718029,PL418,366672,2024,351357
1579753,PL42,812676,2024,767077
383937,PL424,201127,2024,182810
331548,PL426,171572,2024,159976
377539,PL427,192079,2024,185460
486729,PL428,247898,2024,238831
947784,PL43,486896,2024,460888
360209,PL431,184846,2024,175363
587575,PL432,302050,2024,285525
3695855,PL5,1913818,2024,1782037
2805463,PL51,1453882,2024,1351581
670892,PL514,353273,2024,317619
508467,PL515,263024,2024,245443
417748,PL516,215638,2024,202110
576998,PL517,300988,2024,276010
631358,PL518,320959,2024,310399
890392,PL52,459936,2024,430456
332826,PL523,171160,2024,161666
557566,PL524,288776,2024,268790
5523332,PL6,2841467,2024,2681865
1931648,PL61,997661,2024,933987
741604,PL613,388700,2024,352904
358640,PL616,183374,2024,175266
332772,PL617,170338,2024,162434
172985,PL618,87512,2024,85473
325647,PL619,167737,2024,157910
1294712,PL62,663397,2024,631315
476177,PL621,242811,2024,233366
562460,PL622,290557,2024,271903
256075,PL623,130029,2024,126046
2296972,PL63,1180409,2024,1116563
743881,PL633,391916,2024,351965
629685,PL634,317984,2024,311701
310957,PL636,159306,2024,151651
213543,PL637,108215,2024,105328
398906,PL638,202988,2024,195918
3450392,PL7,1794998,2024,1655394
2327239,PL71,1217298,2024,1109941
646595,PL711,350748,2024,295847
385097,PL712,201404,2024,183693
542346,PL713,278969,2024,263377
416734,PL714,212759,2024,203975
336467,PL715,173418,2024,163049
1123153,PL72,577700,2024,545453
690682,PL721,357899,2024,332783
432471,PL722,219801,2024,212670
4968804,PL8,2551338,2024,2417466
1934465,PL81,998702,2024,935763
272626,PL811,138255,2024,134371
549309,PL812,282355,2024,266954
681242,PL814,356823,2024,324419
431288,PL815,221269,2024,210019
1955368,PL82,999054,2024,956314
433694,PL821,221816,2024,211878
349100,PL822,178622,2024,170478
618464,PL823,316016,2024,302448
554110,PL824,282600,2024,271510
1078971,PL84,553582,2024,525389
487666,PL841,253728,2024,233938
348864,PL842,176697,2024,172167
242441,PL843,123157,2024,119284
5480040,PL9,2851016,2024,2629024
3281583,PL91,1729318,2024,1552265
1869028,PL911,1001017,2024,868011
691773,PL912,356247,2024,335526
720782,PL913,372054,2024,348728
2198457,PL92,1121698,2024,1076759
562317,PL921,288243,2024,274074
320018,PL922,162736,2024,157282
304222,PL923,156963,2024,147259
359737,PL924,181478,2024,178259
397510,PL925,201554,2024,195956
254653,PL926,130724,2024,123929
10639726,PT,5556158,2024,5083568
10142079,PT1,5297143,2024,4844936
3673861,PT11,1914014,2024,1759847
234215,PT111,123159,2024,111056
429833,PT112,222437,2024,207396
422464,PT119,217673,2024,204791
1802664,PT11A,944332,2024,858332
83669,PT11B,43653,2024,40016
409348,PT11C,210840,2024,198508
184195,PT11D,96189,2024,88006
107473,PT11E,55731,2024,51742
484122,PT15,249079,2024,235043
484122,PT150,249079,2024,235043
1695635,PT19,884448,2024,811187
474701,PT1C,242338,2024,232363
852583,PT1D,442403,2024,410180
100036,PT195,52019,2024,48017
216423,PT1D2,113325,2024,103098
388396,PT1D1,200469,2024,187927
384689,PT191,199473,2024,185216
446982,PT192,234777,2024,212205
297222,PT193,153785,2024,143437
256810,PT194,134657,2024,122153
101388,PT1C1,49145,2024,52243
115757,PT1C2,58964,2024,56793
247764,PT1D3,128609,2024,119155
104081,PT1C3,54582,2024,49499
153475,PT1C4,79647,2024,73828
209896,PT196,109737,2024,100159
2126578,PT1A,1126245,2024,1000333
834599,PT1B,438616,2024,395983
2126578,PT1A0,1126245,2024,1000333
834599,PT1B0,438616,2024,395983
241025,PT2,123389,2024,117636
241025,PT20,123389,2024,117636
241025,PT200,123389,2024,117636
256622,PT3,135626,2024,120996
256622,PT30,135626,2024,120996
256622,PT300,135626,2024,120996
19067576,RO,9796206,2024,9271370
4827845,RO1,2472879,2024,2354966
2539784,RO11,1301579,2024,1238205
555957,RO111,284961,2024,270996
297082,RO112,149482,2024,147600
693507,RO113,358783,2024,334724
451881,RO114,230722,2024,221159
330701,RO115,170217,2024,160484
210656,RO116,107414,2024,103242
2288061,RO12,1171300,2024,1116761
325697,RO121,165192,2024,160505
557129,RO122,288086,2024,269043
199675,RO123,101467,2024,98208
292148,RO124,148339,2024,143809
519831,RO125,265429,2024,254402
393581,RO126,202787,2024,190794
5571986,RO2,2835865,2024,2736121
3226814,RO21,1632511,2024,1594303
595888,RO211,303006,2024,292882
389748,RO212,194888,2024,194860
778689,RO213,395293,2024,383396
447776,RO214,229439,2024,218337
645196,RO215,326703,2024,318493
369517,RO216,183182,2024,186335
2345172,RO22,1203354,2024,1141818
274751,RO221,141557,2024,133194
398344,RO222,204056,2024,194288
657419,RO223,340209,2024,317210
493009,RO224,252495,2024,240514
189336,RO225,95816,2024,93520
332313,RO226,169221,2024,163092
5139070,RO3,2677093,2024,2461977
2833623,RO31,1449517,2024,1384106
564829,RO311,290836,2024,273993
279349,RO312,141794,2024,137555
476962,RO313,242757,2024,234205
258661,RO314,130874,2024,127787
249364,RO315,126553,2024,122811
688976,RO316,356269,2024,332707
315482,RO317,160434,2024,155048
2305447,RO32,1227576,2024,1077871
1721784,RO321,926463,2024,795321
583663,RO322,301113,2024,282550
3528675,RO4,1810369,2024,1718306
1855697,RO41,948037,2024,907660
598371,RO411,308956,2024,289415
310056,RO412,156820,2024,153236
230094,RO413,117250,2024,112844
376539,RO414,190625,2024,185914
340637,RO415,174386,2024,166251
1672978,RO42,862332,2024,810646
410871,RO421,210609,2024,200262
243685,RO422,125100,2024,118585
354879,RO423,183437,2024,171442
663543,RO424,343186,2024,320357
2123949,SI,1055520,2024,1068429
2123949,SI0,1055520,2024,1068429
1111686,SI03,547616,2024,564070
113668,SI031,56980,2024,56688
330572,SI032,162956,2024,167616
70492,SI033,34730,2024,35762
261786,SI034,128668,2024,133118
57243,SI035,28525,2024,28718
76027,SI036,37391,2024,38636
147789,SI037,72296,2024,75493
54109,SI038,26070,2024,28039
1012263,SI04,507904,2024,504359
565353,SI041,285853,2024,279500
209451,SI042,104176,2024,105275
118254,SI043,58255,2024,59999
119205,SI044,59620,2024,59585
5424687,SK,2771470,2024,2653217
5424687,SK0,2771470,2024,2653217
732757,SK01,379686,2024,353071
732757,SK010,379686,2024,353071
1802517,SK02,920361,2024,882156
566114,SK021,288924,2024,277190
568102,SK022,289280,2024,278822
668301,SK023,342157,2024,326144
1301530,SK03,664320,2024,637210
687174,SK031,348716,2024,338458
614356,SK032,315604,2024,298752
1587883,SK04,807103,2024,780780
808810,SK041,408706,2024,400104
779073,SK042,398397,2024,380676
5603851,FI,2829953,2024,2773898
5573310,FI1,2814534,2024,2758776
1392461,FI19,700109,2024,692352
273271,FI198,137085,2024,136186
539309,FI19B,273591,2024,265718
211740,FI196,106687,2024,105053
190539,FI199,95264,2024,95275
177602,FI19A,87482,2024,90120
1759537,FI1B,895805,2024,863732
1759537,FI1B1,895805,2024,863732
1148632,FI1C,582527,2024,566105
490786,FI1C1,249756,2024,241030
169547,FI1C2,85662,2024,83885
204479,FI1C6,104518,2024,99961
158658,FI1C7,80071,2024,78587
125162,FI1C5,62520,2024,62642
1272680,FI1D,636093,2024,636587
129914,FI1DA,65824,2024,64090
248190,FI1DB,125400,2024,122790
162321,FI1DC,81438,2024,80883
67736,FI1D5,33796,2024,33940
176150,FI1D7,88068,2024,88082
70164,FI1D8,34522,2024,35642
418205,FI1D9,207045,2024,211160
30541,FI2,15419,2024,15122
30541,FI20,15419,2024,15122
30541,FI200,15419,2024,15122
10551707,SE,5239188,2024,5312519
4222581,SE1,2102536,2024,2120045
2454821,SE11,1223836,2024,1230985
2454821,SE110,1223836,2024,1230985
1767760,SE12,878700,2024,889060
404589,SE121,202725,2024,201864
301944,SE122,150314,2024,151630
472298,SE123,232945,2024,239353
308116,SE124,153639,2024,154477
280813,SE125,139077,2024,141736
4570754,SE2,2269669,2024,2301085
880238,SE21,434003,2024,446235
368856,SE211,181477,2024,187379
203686,SE212,99771,2024,103915
246667,SE213,122123,2024,124544
61029,SE214,30632,2024,30397
1579754,SE22,789345,2024,790409
157973,SE221,77432,2024,80541
1421781,SE224,711913,2024,709868
2110762,SE23,1046321,2024,1064441
343746,SE231,171381,2024,172365
1767016,SE232,874940,2024,892076
1758372,SE3,866983,2024,891389
856443,SE31,424418,2024,432025
283548,SE311,140645,2024,142903
287253,SE312,141850,2024,145403
285642,SE313,141923,2024,143719
374720,SE32,184965,2024,189755
242148,SE321,119660,2024,122488
132572,SE322,65305,2024,67267
527209,SE33,257600,2024,269609
278729,SE331,136877,2024,141852
248480,SE332,120723,2024,127757
