code,label,total,age,male,female
RO422,Caraş-Severin,13817,15-19,7214,6603
RO423,Hunedoara,18886,15-19,9784,9102
RO424,Timiş,33870,15-19,17281,16589
RO,Romania,985319,20-24,508551,476768
RO1,Macroregiunea Unu,257535,20-24,131727,125808
RO11,Nord-Vest,137252,20-24,69958,67294
RO111,Bihor,30689,20-24,15655,15034
RO112,Bistriţa-Năsăud,16988,20-24,8797,8191
RO113,Cluj,35511,20-24,17593,17918
RO114,Maramureş,24733,20-24,12795,11938
RO115,Satu Mare,17827,20-24,9238,8589
RO116,Sălaj,11504,20-24,5880,5624
RO12,Centru,120283,20-24,61769,58514
RO121,Alba,16410,20-24,8576,7834
RO122,Braşov,26813,20-24,13557,13256
RO123,Covasna,10974,20-24,5748,5226
RO124,Harghita,15765,20-24,8114,7651
RO125,Mureş,29632,20-24,15201,14431
RO126,Sibiu,20689,20-24,10573,10116
RO2,Macroregiunea Doi,309654,20-24,161268,148386
RO21,Nord-Est,190373,20-24,99020,91353
RO211,Bacău,32741,20-24,17147,15594
RO212,Botoşani,24038,20-24,12819,11219
RO213,Iaşi,50768,20-24,25567,25201
RO214,Neamţ,22876,20-24,12061,10815
RO215,Suceava,38144,20-24,19688,18456
RO216,Vaslui,21806,20-24,11738,10068
RO22,Sud-Est,119281,20-24,62248,57033
RO221,Brăila,13413,20-24,7142,6271
RO222,Buzău,20234,20-24,10563,9671
RO223,Constanţa,32814,20-24,17016,15798
RO224,Galaţi,25452,20-24,13119,12333
RO225,Tulcea,9595,20-24,5132,4463
RO226,Vrancea,17773,20-24,9276,8497
RO3,Macroregiunea Trei,241019,20-24,123996,117023
RO31,Sud-Muntenia,143608,20-24,75025,68583
RO311,Argeş,27254,20-24,14091,13163
RO312,Călăraşi,15033,20-24,7870,7163
RO313,Dâmboviţa,25704,20-24,13357,12347
RO314,Giurgiu,13459,20-24,7194,6265
RO315,Ialomiţa,13340,20-24,6908,6432
RO316,Prahova,33884,20-24,17705,16179
RO317,Teleorman,14934,20-24,7900,7034
RO32,Bucureşti-Ilfov,97411,20-24,48971,48440
RO321,Bucureşti,71605,20-24,35922,35683
RO322,Ilfov,25806,20-24,13049,12757
RO4,Macroregiunea Patru,177111,20-24,91560,85551
RO41,Sud-Vest Oltenia,95349,20-24,49407,45942
RO411,Dolj,31780,20-24,16226,15554
RO412,Gorj,16628,20-24,8585,8043
RO413,Mehedinţi,11673,20-24,6137,5536
RO414,Olt,18682,20-24,9814,8868
RO415,Vâlcea,16586,20-24,8645,7941
RO42,Vest,81762,20-24,42153,39609
RO421,Arad,20982,20-24,10977,10005
RO422,Caraş-Severin,12347,20-24,6497,5850
RO423,Hunedoara,16385,20-24,8438,7947
RO424,Timiş,32048,20-24,16241,15807
RO,Romania,970739,25-29,502232,468507
RO1,Macroregiunea Unu,257353,25-29,131851,125502
RO11,Nord-Vest,140713,25-29,71765,68948
RO111,Bihor,30107,25-29,15451,14656
RO112,Bistriţa-Năsăud,16097,25-29,8396,7701
RO113,Cluj,43171,25-29,21084,22087
RO114,Maramureş,24076,25-29,12535,11541
RO115,Satu Mare,16785,25-29,8690,8095
RO116,Sălaj,10477,25-29,5609,4868
RO12,Centru,116640,25-29,60086,56554
RO121,Alba,15946,25-29,8530,7416
RO122,Braşov,27352,25-29,13884,13468
RO123,Covasna,10124,25-29,5262,4862
RO124,Harghita,15215,25-29,7882,7333
RO125,Mureş,27214,25-29,14054,13160
RO126,Sibiu,20789,25-29,10474,10315
RO2,Macroregiunea Doi,274803,25-29,145304,129499
RO21,Nord-Est,168185,25-29,88530,79655
RO211,Bacău,29379,25-29,15533,13846
RO212,Botoşani,21363,25-29,11719,9644
RO213,Iaşi,44359,25-29,22497,21862
RO214,Neamţ,20533,25-29,10994,9539
RO215,Suceava,34840,25-29,17986,16854
RO216,Vaslui,17711,25-29,9801,7910
RO22,Sud-Est,106618,25-29,56774,49844
RO221,Brăila,11338,25-29,6236,5102
RO222,Buzău,18022,25-29,9693,8329
RO223,Constanţa,30461,25-29,15617,14844
RO224,Galaţi,23308,25-29,12399,10909
RO225,Tulcea,7618,25-29,4232,3386
RO226,Vrancea,15871,25-29,8597,7274
